tweets,len,ID,Date,Source,Likes,RTs,location,UserName,Name,clean tweets,clean tweet length
"منتجات فارزالي تناسب جمالك وصحتك وميزانيتك💛

نوّنيها بالماركات اللي تحبينها: https://t.co/mNLUGwjQgo

#هلا_نون https://t.co/ZYeI0AKsdZ",1,1104336257797185536,2019-03-09 11:00:56,Other,14,6,Saudi Arabia,noon,نون,منتجات فارزالي تناسب جمالك وصحتك وميزانيتك💛  نوّنيها بالماركات الي تحبينها   هلانون ,84
"راجعين مع النمور راجعين🐅

ألف مبروك لجمهور الذهب💛

#الاتحاد_الفيحاء 
#نون_لك_سند",1,1104102562607910913,2019-03-08 19:32:18,Twitter for iPhone,873,690,Saudi Arabia,noon,نون,راجعين مع النمور راجعين🐅  الف مبروك لجمهور الذهب💛  الاتحادالفيحاء  نونلكسند,75
"يا اتحاااد اليوم حلو الإنتصار 
يا اتحاد العب واحنا لك سند 💛

#الاتحاد_الفيحاء
#نون_لك_سند https://t.co/VMHjlGGVEg",1,1104049555207798785,2019-03-08 16:01:40,Twitter for iPhone,340,236,Saudi Arabia,noon,نون,يا اتحاد اليوم حلو الانتصار  يا اتحاد العب واحنا لك سند 💛  الاتحادالفيحاء نونلكسند ,83
"لكل امرأة في عالمنا ألهمتنا بقصتها ولكل امرأة ما سمعنا حكايتها وحكمتها، نون فيكم وبأفعالكم تفتخر وبإنجازتكم وأعمالكم تتعلم. بمناسبة #اليوم_العالمي_للمرأة نقولكم شكراً والقادم معكم أجمل وأجمل💛

@rbalsaud 
@NouraAlKaabi 
@HaifaaMansour https://t.co/5EMN8uLI8f",1,1103966120938229760,2019-03-08 10:30:08,Twitter for iPhone,38,19,Saudi Arabia,noon,نون,لكل امراه في عالمنا الهمتنا بقصتها ولكل امراه ما سمعنا حكايتها وحكمتها نون فيكم وبافعالكم تفتخر وبانجازتكم واعمالكم تعلم بمناسبه اليومالعالميلمراه نقولكم شكراً والقادم معكم اجمل واجمل💛       ,191
"نوّنها باستخدام بطاقة مصرف الراجحي قبل 10 مارس ولك خصم 15% يلا💳 

للمزيد: https://t.co/tAywCX59fR  

#هلا_نون

@AlRajhiBank https://t.co/bEvSGVrk3n",1,1103671345873739776,2019-03-07 14:58:48,Other,16,6,Saudi Arabia,noon,نون,نوّنها باستخدام بطاقه مصرف الراجحي قبل 10 مارس ولك خصم 15 يلا💳   لمزيد   هلانون   ,82
"أنا: هلا بالخمييييييييس 

يوم الأحد: https://t.co/A3GYwRZuQS",1,1103576598257659904,2019-03-07 08:42:19,Other,187,101,Saudi Arabia,noon,نون,انا هلا بالخميس   يوم الاحد ,28
"تفخر نون برعاية الأولمبياد الخاص للألعاب العالمية 2019 في أبوظبي، حيّاك وشجع معانا💛

للمزيد: https://t.co/KTnI3VYip3

#هلا_نون https://t.co/bb9a1AKh5u",1,1103219496116867073,2019-03-06 09:03:19,Other,46,12,Saudi Arabia,noon,نون,تفخر نون برعايه الاولمبياد الخاص لالعاب العالميه 2019 في ابوظبي حيّاك وشجع معانا💛  لمزيد   هلانون ,98
"مكياج مناسب للزواجات بلمسة خبيرة المكياج أسماء لوتاه 

شاهد الفيديو: https://t.co/UueqZJuBQD 

#معمل_الجمال
#هلا_نون",1,1102945722540929024,2019-03-05 14:55:26,Twitter for iPhone,17,2,Saudi Arabia,noon,نون,مكياج مناسب لزواجات بلمسه خبيره المكياج اسماء لوتاه   شاهد الفيديو   معملالجمال هلانون,86
"ما ظنّك ناسيه البطل يا آسيا🐅

مبروك للمونديالي وعميد القارة الفوز💛

ولجمهور الذهب هذي هدية بمناسبة الفوز استخدم كود (المونديالي) ولك خصم 15% من نون 📦

#الاتحاد_الريان
#نون_لك_سند",1,1102651264616275968,2019-03-04 19:25:22,Twitter for iPhone,3199,3395,Saudi Arabia,noon,نون,ما ظنّك ناسيه البطل يا اسيا🐅  مبروك لمونديالي وعميد القاره الفوز💛  ولجمهور الذهب هذي هديه بمناسبه الفوز استخدم كود المونديالي ولك خصم 15 من نون 📦  الاتحادالريان نونلكسند,169
@onee90900 مرحبا، نعتذر عن التأخير لقد تم الرد على الخاص، شكراً لك.,1,1102609670399815680,2019-03-04 16:40:05,Other,0,0,Saudi Arabia,noon,نون, مرحبا نعتذر عن التاخير لقد تم الرد علي الخاص شكراً لك,54
"كل التوفيق لعميد آسيا، فالنا الفوز🐅

#الاتحاد_الريان
#نون_لك_سند https://t.co/4q150Yld8x",1,1102607357916266497,2019-03-04 16:30:54,Other,386,287,Saudi Arabia,noon,نون,كل التوفيق لعميد اسيا فالنا الفوز🐅  الاتحادالريان نونلكسند ,59
"عندنا تلقى العطر اللي يناسبك من كالفن كلاين وفيرساتشي وقوتشي وغيرها📦

نوّنها على: https://t.co/NEXuY31s9Y

#هلا_نون https://t.co/hO1fl7S7PY",1,1102555829750788098,2019-03-04 13:06:08,Other,20,4,Saudi Arabia,noon,نون,عندنا تلقي العطر الي يناسبك من كالفن كلاين وفيرساتشي وقوتشي وغيرها📦  نوّنها علي   هلانون ,89
@M_H_ALasmary نشكرك على مشاركة تجربتك معنا يا محمد، ونعدك بأن نكون عند حسن طنك دائماً إن شاء الله,1,1102493778773008384,2019-03-04 08:59:34,Other,0,0,Saudi Arabia,noon,نون, نشكرك علي مشاركه تجربتك معنا يا محمد ونعدك بان نكون عند حسن طنك دائماً ان شاء اله,82
"ما يكمل الملحق إلا بألعاب الجَمعات🎲

نوّنها على: https://t.co/9uMXCWWHm2

#هلا_نون https://t.co/6nkVO77ORP",1,1102134500803276800,2019-03-03 09:11:56,Other,16,2,Saudi Arabia,noon,نون,ما يكمل الملحق الا بالعاب الجَمعات🎲  نوّنها علي   هلانون ,57
"شيلوها شيلة والفوز الليلة 🐅💛

#الاتحاد_الأهلي 
#نون_لك_سند https://t.co/3l8qYOOu5s",1,1101516624224497665,2019-03-01 16:16:43,Twitter for iPhone,585,321,Saudi Arabia,noon,نون,شيلوها شيله والفوز اليله 🐅💛  الاتحادالاهلي  نونلكسند ,53
نكمّلها مع @meem ، نوّنها باستخدام بطاقة ميم الائتمانية ولك خصم 10% على مشترياتك ويمكن تكون أحد الفائزين معنا بقيمة 2000 ريال تودع في حسابك في ميم💛 https://t.co/nd13WZcYwp,1,1101465412028506113,2019-03-01 12:53:13,Twitter for iPhone,21,4,Saudi Arabia,noon,نون,نكمّلها مع نوّنها باستخدام بطاقه ميم الائتمانيه ولك خصم 10 علي مشترياتك ويمكن تكون احد الفائزين معنا بقيمه 20 ريال تودع في حسابك في ميم💛 ,137
@meem ناقصها احنا، ناقصها نون💛,1,1101434861875838976,2019-03-01 10:51:49,Twitter for iPhone,3,0,Saudi Arabia,noon,نون, ناقصها احنا ناقصها نون💛,24
"@8i8i5i وعليكم السلام، شكراً لتواصلك معنا،

يرجى العلم أن الطلب قيد الشحن، لتقوم بالإلغاء يمكنك رفض الطلب وقت التسليم،

مع الشكر،
فريق عمل نون.",1,1101417737400791041,2019-03-01 09:43:46,Other,0,0,Saudi Arabia,noon,نون, وعليكم السلام شكراً لتواصلك معنا  يرجي العلم ان الطلب قيد الشحن لتقوم بالالغاء يمكنك رفض الطلب وقت التسليم  مع الشكر فريق عمل نون,130
@RSalumi مرحبا صابر، نحترم رغبتك في الإلغاء ولكن نود معرفة السبب كي نتمكن من تحسين تجربتك معنا في المستقبل. نرجو منك التواصل معنا عبر الخاص وتزويدنا بسبب الإلغاء. شكراً لك,1,1101382918323294209,2019-03-01 07:25:25,Other,0,0,Saudi Arabia,noon,نون, مرحبا صابر نحترم رغبتك في الالغاء ولكن نود معرفه السب كي نتمكن من تحسين تجربتك معنا في المستقبل نرجو منك التواصل معنا عبر الخاص وتزويدنا بسب الالغاء شكراً لك,158
"نوّنها ووفّر مع سوا من @STC_KSA 

للمزيد أرسل ""نون"" إلى 900 https://t.co/YkgJPtv5Fs",1,1101139839892836352,2019-02-28 15:19:30,Twitter for iPhone,21,2,Saudi Arabia,noon,نون,نوّنها وفّر مع سوا من   لمزيد ارسل نون الي 90 ,46
وش ناقصها؟ https://t.co/MWcAOTVHt1,1,1101111404453457921,2019-02-28 13:26:31,Other,68,26,Saudi Arabia,noon,نون,وش ناقصها ,10
"إذا دخلت المكتب يوم الخميس ولقيت الموظفين نفسياتهم زينة وجايبين فطور.

#هلا_بالخميس
#صباح_الخميس https://t.co/QKtBd7w7Cu",1,1101059345398276096,2019-02-28 09:59:39,Twitter for iPhone,60,28,Saudi Arabia,noon,نون,اذا دخلت المكتب يوم الخميس ولقيت الموظفين نفسياتهم زينه وجايبين فطور  هلابالخميس صباحالخميس ,92
"هلا ⁦@nike⁩ عجبنا الفيديو من حملتكم الأخيرة! 

وسوّينا هالفيديو عالسريع نعلّم الناس إننا نتغير ونتغير ولكن بطريقتنا💛

⁧#هلا_نون https://t.co/LI7QEsHJBO",1,1100727611586576384,2019-02-27 12:01:27,Other,68,17,Saudi Arabia,noon,نون,هلا ⁦ عجبنا الفيديو من حملتكم الاخيره   وسوّينا هالفيديو عالسريع نعلّم الناس انا نتغير ونتغير ولكن بطريقتنا💛  ⁧هلانون ,118
"اطلب جالاكسي الجديد مسبقاً واستلم هدايا توصل قيمتها إلى 1200 ريال📦

نوّنها على:https://t.co/1EfryxpohB

#هلا_نون https://t.co/Ou18AnS7sG",1,1100426748716474368,2019-02-26 16:05:56,Other,15,4,Saudi Arabia,noon,نون,اطلب جالاكسي الجديد مسبقاً واستلم هدايا توصل قيمتها الي 120 ريال📦  نوّنها علي   هلانون ,87
"خصم 15% عند استخدام بطاقة مصرف الراجحي على نون💳

للمزيد: https://t.co/tAywCX59fR 

#هلا_نون 

@alrajhiBank https://t.co/OJ62hLkPZ3",1,1099987654987341825,2019-02-25 11:01:08,Other,21,3,Saudi Arabia,noon,نون,خصم 15 عند استخدام بطاقه مصرف الراجحي علي نون💳  لمزيد   هلانون    ,66
@motab_tm مرحباً متعب، نأسف لسماع ذلك، نرجو منك تزويدنا بتفاصيل طلبك عبر الخاص وسنكون أكثر من سعداء لتقديم المساعدة، شكراً لك.,1,1099917177191362560,2019-02-25 06:21:05,Other,0,0,Saudi Arabia,noon,نون, مرحباً متعب ناسف لسماع ذلك نرجو منك تزويدنا بتفاصيل طلبك عبر الخاص وسنكون اكثر من سعداء لتقديم المساعده شكراً لك,113
"عروضنا بكل الألوان وعلى كل الأشكال، عرضنا اليوم على العطورات ومنتجات الجمال🌻

نوّنها على: https://t.co/CtDbuNwwIw

#هلا_نون https://t.co/f30fUaoia4",1,1099644084547776513,2019-02-24 12:15:54,Other,14,5,Saudi Arabia,noon,نون,عروضنا بكل الالوان وعلي كل الاشكال عرضنا اليوم علي العطورات ومنتجات الجمال🌻  نوّنها علي   هلانون ,97
@you_sef08 مرحباً بك، نود التوضيح ان زمن التوصيل يكون من العاشرة صباحاً حتى العاشرة مساءً، شكراً لك.,1,1099643228213661703,2019-02-24 12:12:30,Other,0,0,Saudi Arabia,noon,نون, مرحباً بك نود التوضيح ان زمن التوصيل يكون من العاشره صباحاً حتي العاشره مساءً شكراً لك,87
@mjeed1823 وعليكم السلام، يرجى التواصل معنا بتفاصيل طلبك عبر الخاص حتى نتمكن من مساعدتك بشكل أفضل. شكراً لك.,1,1099619803189469186,2019-02-24 10:39:25,Other,0,0,Saudi Arabia,noon,نون, وعليكم السلام يرجي التواصل معنا بتفاصيل طلبك عبر الخاص حتي نتمكن من مساعدتك بشكل افضل شكراً لك,95
"كونڤرس ولا أديداس، للجيم ولا للطلعة. كل اللي تحتاجه عندنا👟

نوّنها على: https://t.co/jNC09BSXjQ

#هلا_نون https://t.co/PC7BIO4Ud8",1,1099618455454543877,2019-02-24 10:34:04,Other,9,3,Saudi Arabia,noon,نون,كونڤرس ولا اديداس لجيم ولا لطلعه كل الي تحتاجه عندنا👟  نوّنها علي   هلانون ,75
"جمالك جماال، جمالك على هواك🎶

نوّنيها في معمل الجمال: https://t.co/MMketgCwjY

#هلا_نون https://t.co/13bS7GqeLM",1,1099262708564684800,2019-02-23 11:00:27,Other,19,3,Saudi Arabia,noon,نون,جمالك جمال جمالك علي هواك🎶  نوّنيها في معمل الجمال   هلانون ,60
@A_mal303 وعليكم السلام ورحمة الله وبركاته، نحن نحترم رغبتك في الإلغاء ولكننا نود منك توضيح السبب عبر الخاص لنتمكن من تحسين تجربتك معنا في المستقبل، شكراً لك.,1,1099251371981852672,2019-02-23 10:15:24,Other,0,0,Saudi Arabia,noon,نون, وعليكم السلام ورحمه اله وبركاته نحن نحترم رغبتك في الالغاء ولكنا نود منك توضيح السب عبر الخاص لنتمكن من تحسين تجربتك معنا في المستقبل شكراً لك,143
@Khaledm18214596 وعليكم السلام خالد، شكراً لاهتمامك بنون. جميع المنتجات التي يتم عرضها ضمن موقعنا جديدة كلياً وأصلية. بالإضافة إلى فريق مختص لفحص الجودة مدرب على أعلى مستوى لذا لا داعى لأى قلق. نتمنى لك يوماً سعيداً !,1,1099211507668267008,2019-02-23 07:37:00,Other,1,0,Saudi Arabia,noon,نون, وعليكم السلام خالد شكراً لاهتمامك بنون جميع المنتجات التي يتم عرضها ضمن موقعنا جديده كلياً واصليه بالاضافه الي فريق مختص لفحص الجوده مدرب علي اعلي مستوي لذا لا داعي لاي قلق نتمني لك يوماً سعيداً ,196
"قول لا تقول وكل الألعاب تلقاها على نون

نوّنها على ألعاب الجَمعات: https://t.co/79z9caAbXV

#هلا_نون
#هلا_بالويكند https://t.co/sEUJsn46qM",1,1098900242143956993,2019-02-22 11:00:08,Other,20,6,Saudi Arabia,noon,نون,قول لا تقول وكل الالعاب تلقاها علي نون  نوّنها علي العاب الجَمعات   هلانون هلابالويكند ,87
"@jedo_z مرحباً، تفضّل كود خصم "" YELLOWCS""، يرجى العلم أن أعلى قيمة خصم يقدمها الكود هي ٥٠ ريال/درهم على المشتريات التي بقيمة ٥٠٠ فما فوق، و ۱٠ % للمشتريات التي أقل من ٥٠٠ ريال/درهم.
شكراً لك.",1,1098829968640012288,2019-02-22 06:20:54,Other,2,0,Saudi Arabia,noon,نون, مرحباً تفضّل كود خصم YELOWCS يرجي العلم ان اعلي قيمه خصم يقدمها الكود هي ٥٠ ريالدرهم علي المشتريات التي بقيمه ٥٠ فما فوق و ۱٠ لمشتريات التي اقل من ٥٠ ريالدرهم شكراً لك,168
"مبروك للـ50 فائز معنا بتذاكر حضور مباراة #الاتحاد_الهلال أرسلنا لهم التذاكر على الإيميل💛

باقي 10 تيشرتات موقّعة من اللاعبين نوّنها مع كود (نمر) وادخل السحب يلا🐅

ويا اتحاد العب و #نون_لك_سند https://t.co/ooVW6H34YI",1,1098590443732979714,2019-02-21 14:29:07,Twitter for iPhone,88,37,Saudi Arabia,noon,نون,مبروك ل50 فائز معنا بتذاكر حضور مباراه الاتحادالهلال ارسلنا لهم التذاكر علي الايميل💛  باقي 10 تيشرتات موقّعه من الاعبين نوّنها مع كود نمر وادخل السحب يلا🐅  ويا اتحاد العب و نونلكسند ,182
"هدية لنفسك وبسعر رهيب؟ ليش لا

نوّنها على الآيباد: https://t.co/vDX7OKJhUv

#هلا_نون https://t.co/XrPsiBifrL",1,1098553273328508928,2019-02-21 12:01:25,Twitter for iPhone,16,7,Saudi Arabia,noon,نون,هديه لنفسك وبسعر رهيب ليش لا  نوّنها علي الايباد   هلانون ,58
@piOh6MPoJBu1ufV وعليكم السلام ابو محمد، يرجى التواصل معنا بتفاصيل طلبك عبر الخاص حتى نتمكن من مساعدتك بشكل أفضل. شكراً لك.,1,1098472760366587906,2019-02-21 06:41:29,Other,0,0,Saudi Arabia,noon,نون, وعليكم السلام ابو محمد يرجي التواصل معنا بتفاصيل طلبك عبر الخاص حتي نتمكن من مساعدتك بشكل افضل شكراً لك,104
"عرضنا لكم يا جمهور الذهب باقي موجود، نوّنها بكود (نمر) وفرصتك بالفوز تزود وتزود💛

#أنت_النمر
#نون_لك_سند https://t.co/XFXU4JyuFu",1,1098243418545971202,2019-02-20 15:30:10,Twitter for iPhone,232,152,Saudi Arabia,noon,نون,عرضنا لكم يا جمهور الذهب باقي موجود نوّنها بكود نمر وفرصتك بالفوز تزود وتزود💛  انتالنمر نونلكسند ,97
@ehmedalii مرحباً، الطلب مؤكد بالفعل والتاريخ المجدول للاستلام هو 27 فبراير كحد أقصى، ويتم تحديد شركة الشحن بطريقة تلفائية عن طريق النظام. شكراً لك!,1,1098191700743335936,2019-02-20 12:04:39,Other,0,0,Saudi Arabia,noon,نون, مرحباً الطلب مؤكد بالفعل والتاريخ المجدول لاستلام هو 27 فبراير كحد اقصي ويتم تحديد شركه الشحن بطريقه تلفائيه عن طريق النظام شكراً لك,133
"وصلنا لأم الدنيا، نون تطلق خدماتها بشكل تجريبي في مصر🇪🇬

#أهلا_مصر https://t.co/QCFjGC7sW7",1,1097851027292745734,2019-02-19 13:30:56,Other,162,50,Saudi Arabia,noon,نون,وصلنا لام الدنيا نون تطلق خدماتها بشكل تجريبي في مصر🇪🇬  اهلامصر ,64
"يسّرنا أن نكون من أوائل المنصات التي أطلقت خدمة #ApplePay كخيار إضافي للدفع📱

يلا نوّنها وادفع بطريقة آمنة وسهلة💛

#هلا_نون 
#ابل_باي https://t.co/GnptYz0RHX",1,1097824762292776966,2019-02-19 11:46:34,Twitter for iPhone,72,26,Saudi Arabia,noon,نون,يسّرنا ان نكون من اوائل المنصات التي اطلقت خدمه AplePay كخيار اضافي لدفع📱  يلا نوّنها وادفع بطريقه امنه وسهله💛  هلانون  ابلباي ,127
"معاهم #أنت_النمر 🐅

استخدم كود (نمر)
أول مرة تطلب من نون؟ لك خصم 100 ريال إذا مشترياتك بـ500
قد استخدمت نون؟ عندنا لك خصم 50 ريال إذا مشترياتك بـ500

نوّنها بالكود ويمكن تكون واحد من الـ60 شخص الفائزين بـ:
- طقم الإتحاد موقّع من اللاعبين
- تذكرة لحضور مباراة #الاتحاد_الهلال 💛 https://t.co/nVXpez71d7",1,1097501445249626113,2019-02-18 14:21:49,Other,1699,751,Saudi Arabia,noon,نون,معاهم انتالنمر 🐅  استخدم كود نمر اول مره تطلب من نون لك خصم 10 ريال اذا مشترياتك ب50 قد استخدمت نون عندنا لك خصم 50 ريال اذا مشترياتك ب50  نوّنها بالكود ويمكن تكون واحد من ال60 شخص الفائزين ب  طقم الاتحاد موقّع من الاعبين  تذكره لحضور مباراه الاتحادالهلال 💛 ,258
"تفخر نون بشراكتها مع حماة الوطن في الإمارات العربية المتحدة، ونسعى دائمًا في نون لدعم كل من يخدم ويساعد إمارات الخير 🇦🇪💛

#هلا_نون https://t.co/orA6yYiJli",1,1097415732608942080,2019-02-18 08:41:14,Other,84,19,Saudi Arabia,noon,نون,تفخر نون بشراكتها مع حماه الوطن في الامارات العربيه المتحده ونسعي دائمًا في نون لدعم كل من يخدم ويساعد امارات الخير 🇦🇪💛  هلانون ,128
"هلا بالجمال كله! وفّري على نفسك مع منتجات معمل الجمال على نون💄

يلا نوّنيها على: https://t.co/9sO6bfveSv

#هلا_نون https://t.co/FwuPblPnC0",1,1097088374668636160,2019-02-17 11:00:26,Other,15,2,Saudi Arabia,noon,نون,هلا بالجمال كله وفّري علي نفسك مع منتجات معمل الجمال علي نون💄  يلا نوّنيها علي   هلانون ,88
"صندل جديد لسفرة الصيف بكل الأشكال

نوّنيها على:https://t.co/ZmZYd8J6r2

#هلا_نون https://t.co/6ZBnHhLhTY",1,1096730215152345088,2019-02-16 11:17:14,Twitter for iPhone,13,2,Saudi Arabia,noon,نون,صندل جديد لسفره الصيف بكل الاشكال  نوّنيها علي   هلانون ,56
"بالتوفيق لعميدنا الليلة 🐅

#الاتحاد_الرائد
#نون_لك_سند 💛 https://t.co/rOKogaQeWy",1,1096446225593839616,2019-02-15 16:28:45,Twitter for iPhone,651,374,Saudi Arabia,noon,نون,بالتوفيق لعميدنا اليله 🐅  الاتحادالرائد نونلكسند 💛 ,51
"جيت قبل العطر يبرد ✨

نوّنها على: https://t.co/2cQZ0NLOgO

#هلا_نون https://t.co/asDPwT9WlA",1,1096031237825806336,2019-02-14 12:59:45,Twitter for iPhone,18,5,Saudi Arabia,noon,نون,جيت قبل العطر يبرد ✨  نوّنها علي   هلانون ,42
"تقنية + موضة = ساعات رهيبة وتفهمك

نوّنها بذكاء على: https://t.co/ebUUWd8RiV

#هلا_نون https://t.co/zOznHiCcLP",1,1095618531817795584,2019-02-13 09:39:48,Other,20,5,Saudi Arabia,noon,نون,تقنيه موضه ساعات رهيبه وتفهمك  نوّنها بذكاء علي   هلانون ,57
"السنيكرز اللي تتمناها بالسعر اللي تبغاه من نايكي وأديداس وبوما وغيرها👟

نوّنها على: https://t.co/I0fZWd9RqL

#هلا_نون https://t.co/BB2wV7UGeM",1,1095352112605728768,2019-02-12 16:01:08,Twitter for iPhone,10,2,Saudi Arabia,noon,نون,السنيكرز الي تمناها بالسعر الي تبغاه من نايكي واديداس وبوما وغيرها👟  نوّنها علي   هلانون ,89
"نوّنها بخصم 20% إذا استخدمت بطاقة بنك الإمارات الإسلامي💳

للمزيد: https://t.co/fFrjBM4oIu

#هلا_نون https://t.co/mamVfew8Xm",1,1094974347121315840,2019-02-11 15:00:02,Other,9,3,Saudi Arabia,noon,نون,نوّنها بخصم 20 اذا استخدمت بطاقه بنك الامارات الاسلامي💳  لمزيد   هلانون ,72
#ناس_نون | محمد بن خنين مُحضر القهوة والشغوف بالموسيقى ولغتها، يحكي لنا منظوره الخاص ما يراه جميل في فن العود وغيره🇸🇦 https://t.co/h2rSANjKKY,1,1094933845852545024,2019-02-11 12:19:06,Twitter for iPhone,64,11,Saudi Arabia,noon,نون,ناسنون محمد بن خنين مُحضر القهوه والشغوف بالموسيقي ولغتها يحكي لنا منظوره الخاص ما يراه جميل في فن العود وغيره🇸🇦 ,113
"مجموعة ما بعد الحلاقة تحمي بشرتك وتدلعها

نوّنها الحين على: https://t.co/JXjJ9QaoZw

 #هلا_نون https://t.co/fydnml75Lr",1,1094553718966632448,2019-02-10 11:08:37,Twitter for iPhone,13,5,Saudi Arabia,noon,نون,مجموعه ما بعد الحلاقه تحمي بشرتك وتدلعها  نوّنها الحين علي    هلانون ,69
"الكيبل اللي تحتاجه للجوال اللي عندك تلقاه عندنا مع إيست أول ماركات نون المحلية💛

نوّنها مع إيست على: https://t.co/xSeFI4ozPS

#هلا_نون https://t.co/OaJWi6UmRl",1,1094189224721403904,2019-02-09 11:00:14,Other,32,1,Saudi Arabia,noon,نون,الكيبل الي تحتاجه لجوال الي عندك تلقاه عندنا مع ايست اول ماركات نون المحليه💛  نوّنها مع ايست علي   هلانون ,106
مين راح يفوز في مباراة #الاتحاد_التعاون بكرة؟,1,1093813122836635648,2019-02-08 10:05:45,Twitter for iPhone,329,208,Saudi Arabia,noon,نون,مين راح يفوز في مباراه الاتحادالتعاون بكره,42
"ستايل الويكند موجود على نون من ريفر آيلاند💛

نوّنها على: https://t.co/WK5Sg8uuHA

#هلا_نون https://t.co/4R249b8SsG",1,1093491071647068160,2019-02-07 12:46:02,Other,19,2,Saudi Arabia,noon,نون,ستايل الويكند موجود علي نون من ريفر ايلاند💛  نوّنها علي   هلانون ,65
"هلا 
 ⊂_ヽ
 　 ＼＼  
 　　 ＼( ͡° ͜ʖ ͡°)
 　　　 &gt;　ヽ
 　　　/ 　 へ＼ 
 　　 /　　/　＼＼ بالخميس
 　　 ﾚ　ノ　　 ヽ_つ
 　　/　/
 　 /　/|
 　(　(ヽ
 　|　|、＼الونيس
 　| 丿 ＼ ⌒)
 　| |　　) /
 ノ )　Lﾉ
 (_/
#الخميس_الونيس",1,1093415655108497409,2019-02-07 07:46:21,Twitter for iPhone,234,109,Saudi Arabia,noon,نون,هلا   ⊂ヽ  　 ＼   　 ＼ ͡° ͜ʖ ͡°  　 gt　ヽ  　 　 へ＼   　 　＼ بالخميس  　 ﾚ　ノ　 ヽつ  　  　 　  　ヽ  　、＼الونيس  　 丿 ＼ ⌒  　 　   ノ 　Lﾉ   الخميسالونيس,130
"لعبة Red Dead Redmption بواقعية عالية وتفاصيل كثيرة، تخليها اللعبة اللي تتمنى تلعبها!

نوّنها الحين: https://t.co/oCkgivUCC3

#هلا_نون https://t.co/NuJaHa8N5E",1,1093222807259860992,2019-02-06 19:00:03,Other,18,5,Saudi Arabia,noon,نون,لعبه Red Dead Redmption بواقعيه عاليه وتفاصيل كثيره تخليها العبه الي تمني تلعبها  نوّنها الحين   هلانون ,104
لا تنسون فعالية Last Summer لسى مستمرة لين 9 فبراير، حيّاكم عالكورنيش💛 https://t.co/OzoJtJhlu7,1,1093141303792205830,2019-02-06 13:36:11,Twitter for iPhone,25,5,Saudi Arabia,noon,نون,لا تنسون فعاليه Last Sumer لسي مستمره لين 9 فبراير حيّاكم عالكورنيش💛 ,69
"لا تشيل هم لما تضيع كيبل الشاحن

نوّنها مع إيست على: https://t.co/1khKavM8wV

#هلا_نون https://t.co/AxCXYfric7",1,1092696461777752064,2019-02-05 08:08:32,Twitter for iPhone,36,7,Saudi Arabia,noon,نون,لا تشيل هم لما تضيع كيبل الشاحن  نوّنها مع ايست علي   هلانون ,61
"مبروك للنمور، والقادم أجمل 🐅

ويا اتحاد العب و #نون_لك_سند 💛

#الاتحاد_الوحده",1,1092502158774284288,2019-02-04 19:16:27,Twitter for iPhone,2329,1941,Saudi Arabia,noon,نون,مبروك لنمور والقادم اجمل 🐅  ويا اتحاد العب و نونلكسند 💛  الاتحادالوحده,70
"كل ما قدّمناه لجمهور الذهب في معقل الإتحاد، يستاهل الجمهور الأعظم في آسيا🌏💛

وبالتوفيق للنمور🐅 https://t.co/ZPMXPHfmm0",1,1092428437652979712,2019-02-04 14:23:30,Twitter for iPhone,2405,1623,Saudi Arabia,noon,نون,كل ما قدّمناه لجمهور الذهب في معقل الاتحاد يستاهل الجمهور الاعظم في اسيا🌏💛  وبالتوفيق لنمور🐅 ,93
"إيست أول ماركات نون المحلية📦

نوّنها بمنتجاتنا على: https://t.co/x0dGSiKawI

#هلا_نون https://t.co/L2otRzzVNv",1,1092332023803305984,2019-02-04 08:00:23,Other,27,6,Saudi Arabia,noon,نون,ايست اول ماركات نون المحليه📦  نوّنها بمنتجاتنا علي   هلانون ,60
"كل عام واكسترا معاكم

 وعقبال الـ16 الجاية 💛

نوّنها على: https://t.co/oLGRJLRrxG

#هلا_نون https://t.co/YMuGrmyVAY",1,1092015007305322497,2019-02-03 11:00:41,Other,19,6,Saudi Arabia,noon,نون,كل عام واكسترا معاكم   وعقبال ال16 الجايه 💛  نوّنها علي   هلانون ,65
وش الأشياء اللي عندك هوس تشتريها؟ 🙄,1,1091959442676035585,2019-02-03 07:19:53,Twitter for iPhone,37,11,Saudi Arabia,noon,نون,وش الاشياء الي عندك هوس تشتريها 🙄,33
"وسّعوا صدركم يا أهل الشرقية بفعاليات لكم ولأهاليكم على كورنيش الخبر 👨‍👩‍👧‍👦💛

#هلا_نون https://t.co/qk4EuqIiwP",1,1091064203304148992,2019-01-31 20:02:31,Twitter for iPhone,59,11,Saudi Arabia,noon,نون,وسّعوا صدركم يا اهل الشرقيه بفعاليات لكم ولاهاليكم علي كورنيش الخبر 👨‍👩‍👧‍👦💛  هلانون ,85
"سيرومات شعر نانوجين لشعر أكثف وأقوى بتركيبة تناسب الكل

نوّنها على: https://t.co/UjJjSFYvwM

#هلا_نون https://t.co/AqozrXthzH",1,1090957984891432961,2019-01-31 13:00:27,Other,11,3,Saudi Arabia,noon,نون,سيرومات شعر نانوجين لشعر اكثف واقوي بتركيبه تناسب الكل  نوّنها علي   هلانون ,76
